richiesta_id,cliente_id,fornitore_id,operatore_id,data_apertura,data_chiusura,stato,priorita_richiesta,importo_base,iva_22,importo_totale,tempo_chiusura_giorni,prolungata,nome_operatore,ruolo,categoria_servizio_x,zona_x,seniority,capacita_massima,richieste_attive,saturazione,latitudine,longitudine,zona_y,settore,data_iscrizione,fascia_cliente,nome,categoria_servizio_y,zona
336,474,173,56,15/10/2024,23/10/2024,Chiusa,Bassa,3827,84194,466894,8,False,Laura Barbieri,Recruiter,IT,Sud,Senior,12,1,0,8,381938,Sud,Consulting,08/05/2026,Enterprise,Executive Search Italia,Finance,Sud
337,419,78,56,08/10/2025,20/10/2025,Conclusa,Media,6321,139062,771162,12,False,Laura Barbieri,Recruiter,IT,Sud,Senior,12,1,0,8,381938,Sud,Real Estate,05/12/2025,Medium,Global Recruitment Services,Sales,Sud
338,30,492,56,01/06/2024,23/06/2024,Completata,Media,7613,167486,928786,22,True,Laura Barbieri,Recruiter,IT,Sud,Senior,12,1,0,8,381938,Sud,Consulting,08/06/2023,Small,HR Consulting Group,Finance,Sud
339,37,278,57,27/03/2024,,In valutazione,Alta,12582,276804,1535004,35,True,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Consulting,04/03/2023,Small,Global Recruitment Services,Sales,Nord
340,215,589,57,20/07/2025,28/07/2025,Chiusa,Media,6885,15147,83997,8,False,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Reinsurance,06/12/2023,Medium,Strategic Search Partners,Compliance,Nord
341,68,50,57,30/07/2024,22/08/2024,Conclusa,Media,6933,152526,845826,23,True,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Finance,19/06/2024,Small,NextGen Talent Advisors,IT,Nord
342,371,271,57,07/03/2024,30/03/2024,Completata,Media,7625,16775,93025,23,True,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,IT,25/01/2025,Medium,Talent Partners,Risk Management,Nord
343,168,387,57,30/03/2025,14/04/2025,Chiusa,Media,6605,14531,80581,15,False,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Finance,29/11/2024,Small,People First Consulting,Sales,Nord
344,159,41,57,25/07/2024,19/08/2024,Conclusa,Media,6472,142384,789584,25,True,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Consulting,01/06/2023,Small,Talent Partners,IT,Nord
345,407,346,57,09/12/2024,05/01/2025,Completata,Alta,14251,313522,1738622,27,True,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Reinsurance,26/12/2025,Medium,Alpha Talent Network,Risk Management,Nord
346,559,509,57,09/11/2025,01/12/2025,Chiusa,Media,7840,17248,95648,22,True,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Real Estate,13/11/2025,Enterprise,Strategic Search Partners,Compliance,Nord
347,37,559,57,20/02/2024,10/03/2024,Conclusa,Media,7179,157938,875838,19,False,Stefano Fontana,Senior Recruiter,Finance,Nord,Junior,5,4,0,8,444056,Nord,Consulting,04/03/2023,Small,Strategic Search Partners,Compliance,Nord
348,197,380,58,28/11/2024,02/01/2025,Completata,Alta,14299,314578,1744478,35,True,Silvia Rossi,HR Consultant,Compliance,Centro,Mid,8,7,0,88,381938,Nord,Insurance,25/12/2023,Small,NextGen Talent Advisors,Sales,Nord
349,561,374,58,25/02/2024,29/02/2024,Chiusa,Bassa,2392,52624,291824,4,False,Silvia Rossi,HR Consultant,Compliance,Centro,Mid,8,7,0,88,381938,Nord,Reinsurance,01/12/2025,Enterprise,Recruiting Solutions,IT,Nord
350,490,299,58,01/04/2025,09/04/2025,Conclusa,Media,7497,164934,914634,8,False,Silvia Rossi,HR Consultant,Compliance,Centro,Mid,8,7,0,88,381938,Nord,Insurance,04/11/2025,Enterprise,Strategic Search Partners,IT,Nord
351,524,521,58,01/09/2025,17/09/2025,Completata,Media,6728,148016,820816,16,False,Silvia Rossi,HR Consultant,Compliance,Centro,Mid,8,7,0,88,381938,Nord,Finance,09/02/2026,Enterprise,Talent Partners,Finance,Nord
352,446,470,59,13/01/2024,20/01/2024,Chiusa,Bassa,2940,6468,35868,7,False,Gabriele Russo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,3,0,25,39296,Sud,Real Estate,18/10/2025,Medium,NextGen Talent Advisors,Compliance,Sud
353,283,285,59,26/06/2024,18/07/2024,Conclusa,Media,7116,156552,868152,22,True,Gabriele Russo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,3,0,25,39296,Sud,IT,01/11/2024,Medium,Career Advisory,Finance,Sud
354,54,255,59,14/07/2025,20/07/2025,Completata,Bassa,2882,63404,351604,6,False,Gabriele Russo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,3,0,25,39296,Sud,Insurance,29/08/2023,Small,Career Advisory,IT,Sud
355,572,416,59,26/06/2025,04/07/2025,Chiusa,Media,7325,16115,89365,8,False,Gabriele Russo,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,3,0,25,39296,Sud,Reinsurance,13/02/2026,Enterprise,Alpha Talent Network,Finance,Sud
356,499,53,60,23/03/2024,03/04/2024,Conclusa,Bassa,2849,62678,347578,11,False,Anna Ferrari,Account Recruiter,Sales,Nord,Junior,5,6,1,455416,102118,Sud,Consulting,30/03/2026,Enterprise,Executive Search Italia,Finance,Sud
357,240,372,60,01/09/2025,22/09/2025,Completata,Media,7500,16500,91500,21,True,Anna Ferrari,Account Recruiter,Sales,Nord,Junior,5,6,1,455416,102118,Sud,Finance,16/06/2024,Medium,HR Consulting Group,Finance,Sud
358,25,151,60,10/11/2025,26/11/2025,Chiusa,Alta,13131,288882,1601982,16,False,Anna Ferrari,Account Recruiter,Sales,Nord,Junior,5,6,1,455416,102118,Sud,Finance,09/03/2024,Small,Talent Partners,IT,Sud
359,156,525,60,12/01/2025,16/01/2025,Conclusa,Bassa,3368,74096,410896,4,False,Anna Ferrari,Account Recruiter,Sales,Nord,Junior,5,6,1,455416,102118,Sud,Consulting,14/01/2024,Small,Career Advisory,Compliance,Sud
360,51,474,60,22/09/2025,29/09/2025,Completata,Bassa,3764,82808,459208,7,False,Anna Ferrari,Account Recruiter,Sales,Nord,Junior,5,6,1,455416,102118,Sud,Reinsurance,01/09/2024,Small,Recruiting Solutions,Compliance,Sud
361,69,495,61,29/02/2024,30/03/2024,Chiusa,Alta,12894,283668,1573068,30,True,Marco Bianchi,Recruiter,IT,Centro,Mid,8,2,0,25,419028,Nord,Consulting,20/11/2023,Small,Career Advisory,Compliance,Nord
362,297,400,61,15/03/2024,27/03/2024,Conclusa,Media,7354,161788,897188,12,False,Marco Bianchi,Recruiter,IT,Centro,Mid,8,2,0,25,419028,Nord,IT,10/11/2024,Medium,NextGen Talent Advisors,Finance,Nord
363,359,47,61,11/04/2024,20/04/2024,Completata,Bassa,2661,58542,324642,9,False,Marco Bianchi,Recruiter,IT,Centro,Mid,8,2,0,25,419028,Nord,Insurance,03/06/2026,Medium,People First Consulting,Sales,Nord
364,215,155,61,17/01/2025,04/02/2025,Chiusa,Media,6330,13926,77226,18,False,Marco Bianchi,Recruiter,IT,Centro,Mid,8,2,0,25,419028,Nord,Reinsurance,06/12/2023,Medium,Career Advisory,Compliance,Nord
365,143,133,61,09/04/2024,22/04/2024,Conclusa,Media,6477,142494,790194,13,False,Marco Bianchi,Recruiter,IT,Centro,Mid,8,2,0,25,419028,Nord,Real Estate,15/06/2023,Small,Executive Search Italia,Finance,Nord
366,252,259,61,22/09/2024,05/10/2024,Completata,Media,6153,135366,750666,13,False,Marco Bianchi,Recruiter,IT,Centro,Mid,8,2,0,25,419028,Nord,Reinsurance,10/11/2024,Medium,Strategic Search Partners,Compliance,Nord
367,483,460,61,05/08/2024,16/08/2024,Chiusa,Media,7416,163152,904752,11,False,Marco Bianchi,Recruiter,IT,Centro,Mid,8,2,0,25,419028,Nord,IT,13/03/2025,Enterprise,NextGen Talent Advisors,Sales,Nord
368,193,463,62,17/08/2024,09/09/2024,Conclusa,Media,6104,134288,744688,23,True,Luca Romano,Senior Recruiter,Finance,Sud,Senior,12,5,0,42,381157,Sud,Insurance,26/04/2024,Small,Executive Search Italia,Risk Management,Sud
369,544,30,62,13/04/2025,04/05/2025,Completata,Media,6558,144276,800076,21,True,Luca Romano,Senior Recruiter,Finance,Sud,Senior,12,5,0,42,381157,Sud,Consulting,04/12/2025,Enterprise,NextGen Talent Advisors,Compliance,Sud
370,119,163,62,20/09/2024,22/09/2024,Chiusa,Bassa,3147,69234,383934,2,False,Luca Romano,Senior Recruiter,Finance,Sud,Senior,12,5,0,42,381157,Sud,Insurance,09/06/2023,Small,Executive Search Italia,Compliance,Sud
371,364,255,62,13/03/2024,21/03/2024,Conclusa,Bassa,2733,60126,333426,8,False,Luca Romano,Senior Recruiter,Finance,Sud,Senior,12,5,0,42,381157,Sud,Insurance,17/02/2026,Medium,Career Advisory,IT,Sud
372,390,335,62,15/05/2025,25/05/2025,Completata,Bassa,3902,85844,476044,10,False,Luca Romano,Senior Recruiter,Finance,Sud,Senior,12,5,0,42,381157,Sud,Insurance,17/08/2025,Medium,Career Advisory,Risk Management,Sud
373,575,435,63,20/07/2024,01/08/2024,Chiusa,Media,7504,165088,915488,12,False,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Insurance,13/03/2026,Enterprise,Career Advisory,Risk Management,Nord
374,473,392,63,29/03/2025,09/04/2025,Conclusa,Media,7217,158774,880474,11,False,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Real Estate,26/12/2025,Enterprise,HR Consulting Group,Finance,Nord
375,373,535,63,31/10/2025,,In lavorazione,Alta,14124,310728,1723128,37,True,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Consulting,17/07/2026,Medium,Career Advisory,Compliance,Nord
376,37,153,63,22/08/2024,,Assegnata,Alta,13694,301268,1670668,30,True,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Consulting,04/03/2023,Small,Executive Search Italia,Compliance,Nord
377,162,279,63,25/08/2024,18/09/2024,Completata,Media,6212,136664,757864,24,True,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Consulting,12/02/2023,Small,Strategic Search Partners,Risk Management,Nord
378,555,357,63,26/08/2025,30/09/2025,Chiusa,Alta,14410,31702,175802,35,True,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Reinsurance,08/05/2026,Enterprise,People First Consulting,Finance,Nord
379,354,101,63,17/06/2025,19/07/2025,Conclusa,Alta,14366,316052,1752652,32,True,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,IT,30/09/2025,Medium,Talent Partners,IT,Nord
380,478,537,63,08/03/2025,16/04/2025,Completata,Alta,12548,276056,1530856,39,True,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Reinsurance,04/12/2025,Enterprise,People First Consulting,IT,Nord
381,180,48,63,28/06/2025,14/07/2025,Chiusa,Media,7514,165308,916708,16,False,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Finance,27/02/2024,Small,Global Recruitment Services,Risk Management,Nord
382,332,503,63,31/01/2025,07/02/2025,Conclusa,Bassa,3985,8767,48617,7,False,Giulia Colombo,HR Consultant,Compliance,Nord,Junior,5,1,0,2,454384,Nord,Consulting,22/03/2026,Medium,Executive Search Italia,Sales,Nord
383,526,231,64,07/02/2024,,In attesa cliente,Alta,13382,294404,1632604,45,True,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,Reinsurance,02/09/2025,Enterprise,Talent Partners,Finance,Nord
384,138,382,64,26/02/2025,,In valutazione,Alta,14163,311586,1727886,40,True,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,IT,04/01/2023,Small,HR Consulting Group,Risk Management,Nord
385,43,142,64,13/07/2024,,In lavorazione,Alta,13654,300388,1665788,34,True,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,Consulting,29/05/2024,Small,HR Consulting Group,Risk Management,Nord
386,486,55,64,26/06/2025,24/07/2025,Completata,Alta,14486,318692,1767292,28,True,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,Insurance,30/09/2025,Enterprise,Career Advisory,Sales,Nord
387,600,117,64,17/12/2025,11/01/2026,Chiusa,Alta,14222,312884,1735084,25,True,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,Reinsurance,30/01/2026,Enterprise,People First Consulting,Sales,Nord
388,138,89,64,22/09/2024,08/10/2024,Conclusa,Media,6635,14597,80947,16,False,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,IT,04/01/2023,Small,Strategic Search Partners,Finance,Nord
389,48,326,64,18/08/2025,,Assegnata,Alta,12656,278432,1544032,33,True,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,Consulting,24/03/2023,Small,Alpha Talent Network,IT,Nord
390,145,576,64,13/09/2024,26/09/2024,Completata,Media,6051,133122,738222,13,False,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,IT,18/07/2024,Small,Alpha Talent Network,Finance,Nord
391,361,584,64,10/11/2025,26/11/2025,Chiusa,Alta,13317,292974,1624674,16,False,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,Real Estate,13/11/2025,Medium,Recruiting Solutions,Sales,Nord
392,186,385,64,26/01/2025,20/02/2025,Conclusa,Alta,12882,283404,1571604,25,True,Francesca Ricci,Talent Acquisition Specialist,Risk Management,Centro,Mid,8,4,0,5,418200,Nord,Real Estate,12/09/2023,Small,Career Advisory,Sales,Nord
393,278,261,65,15/11/2024,,In attesa cliente,Alta,12928,284416,1577216,30,True,Alessandro Marino,Account Recruiter,Sales,Sud,Senior,12,7,0,58,406401,Centro,Consulting,21/10/2023,Medium,Talent Partners,Compliance,Centro
394,198,514,65,27/09/2024,15/10/2024,Completata,Media,6264,137808,764208,18,False,Alessandro Marino,Account Recruiter,Sales,Sud,Senior,12,7,0,58,406401,Centro,Finance,09/11/2023,Small,Recruiting Solutions,Risk Management,Centro
395,491,124,65,04/06/2024,20/06/2024,Chiusa,Media,6097,134134,743834,16,False,Alessandro Marino,Account Recruiter,Sales,Sud,Senior,12,7,0,58,406401,Centro,Reinsurance,03/06/2026,Enterprise,Recruiting Solutions,Sales,Centro
396,508,347,65,08/04/2024,16/04/2024,Conclusa,Bassa,2112,46464,257664,8,False,Alessandro Marino,Account Recruiter,Sales,Sud,Senior,12,7,0,58,406401,Centro,Consulting,13/10/2025,Enterprise,People First Consulting,Finance,Centro
397,392,26,66,26/02/2024,20/03/2024,Completata,Media,6597,145134,804834,23,True,Sara Greco,Recruiter,IT,Nord,Junior,5,3,0,6,454064,Centro,Consulting,09/02/2026,Medium,Alpha Talent Network,Risk Management,Centro
398,77,493,66,10/03/2024,17/03/2024,Chiusa,Bassa,2791,61402,340502,7,False,Sara Greco,Recruiter,IT,Nord,Junior,5,3,0,6,454064,Centro,IT,15/05/2023,Small,Executive Search Italia,IT,Centro
399,441,528,66,12/09/2025,23/09/2025,Conclusa,Media,6556,144232,799832,11,False,Sara Greco,Recruiter,IT,Nord,Junior,5,3,0,6,454064,Centro,Consulting,03/05/2026,Medium,Global Recruitment Services,Sales,Centro
400,253,500,66,06/03/2025,31/03/2025,Completata,Alta,12521,275462,1527562,25,True,Sara Greco,Recruiter,IT,Nord,Junior,5,3,0,6,454064,Centro,Consulting,08/05/2023,Medium,NextGen Talent Advisors,IT,Centro
401,345,321,67,30/12/2024,08/01/2025,Chiusa,Bassa,2799,61578,341478,9,False,Davide Bruno,Senior Recruiter,Finance,Centro,Mid,8,6,0,75,433188,Sud,Insurance,05/07/2025,Medium,Talent Partners,IT,Sud
402,241,366,67,21/03/2024,29/03/2024,Conclusa,Bassa,3808,83776,464576,8,False,Davide Bruno,Senior Recruiter,Finance,Centro,Mid,8,6,0,75,433188,Sud,IT,05/07/2024,Medium,Alpha Talent Network,Risk Management,Sud
403,398,568,67,18/10/2024,26/10/2024,Completata,Media,6140,13508,74908,8,False,Davide Bruno,Senior Recruiter,Finance,Centro,Mid,8,6,0,75,433188,Sud,Consulting,22/03/2026,Medium,Global Recruitment Services,Risk Management,Sud
404,492,282,67,18/05/2025,,In valutazione,Alta,12585,27687,153537,34,True,Davide Bruno,Senior Recruiter,Finance,Centro,Mid,8,6,0,75,433188,Sud,Real Estate,13/11/2025,Enterprise,HR Consulting Group,Risk Management,Sud
405,133,525,67,14/04/2024,27/04/2024,Chiusa,Media,6214,136708,758108,13,False,Davide Bruno,Senior Recruiter,Finance,Centro,Mid,8,6,0,75,433188,Sud,Consulting,05/04/2023,Small,Career Advisory,Compliance,Sud
406,59,509,68,19/08/2024,03/09/2024,Conclusa,Alta,14159,311498,1727398,15,False,Elena Gallo,HR Consultant,Compliance,Sud,Senior,12,2,0,17,373111,Nord,Real Estate,15/08/2024,Small,Strategic Search Partners,Compliance,Nord
407,327,89,68,25/05/2024,29/06/2024,Completata,Alta,14472,318384,1765584,35,True,Elena Gallo,HR Consultant,Compliance,Sud,Senior,12,2,0,17,373111,Nord,Consulting,22/04/2026,Medium,Strategic Search Partners,Finance,Nord
408,488,153,68,19/08/2024,12/09/2024,Chiusa,Alta,12629,277838,1540738,24,True,Elena Gallo,HR Consultant,Compliance,Sud,Senior,12,2,0,17,373111,Nord,IT,10/11/2025,Enterprise,Executive Search Italia,Compliance,Nord
409,438,222,68,11/02/2025,26/02/2025,Conclusa,Alta,13816,303952,1685552,15,False,Elena Gallo,HR Consultant,Compliance,Sud,Senior,12,2,0,17,373111,Nord,IT,06/01/2026,Medium,HR Consulting Group,Risk Management,Nord
410,514,350,68,13/03/2025,04/04/2025,Completata,Media,7023,154506,856806,22,True,Elena Gallo,HR Consultant,Compliance,Sud,Senior,12,2,0,17,373111,Nord,Insurance,14/02/2025,Enterprise,NextGen Talent Advisors,IT,Nord
411,387,396,68,07/08/2024,04/09/2024,Chiusa,Alta,14470,31834,176534,28,True,Elena Gallo,HR Consultant,Compliance,Sud,Senior,12,2,0,17,373111,Nord,Consulting,29/04/2026,Medium,Alpha Talent Network,Finance,Nord
412,470,328,68,17/06/2025,31/07/2025,Conclusa,Alta,13422,295284,1637484,44,True,Elena Gallo,HR Consultant,Compliance,Sud,Senior,12,2,0,17,373111,Nord,Consulting,14/07/2025,Enterprise,Global Recruitment Services,IT,Nord
413,119,558,69,21/12/2025,14/01/2026,Completata,Alta,12738,280236,1554036,24,True,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Insurance,09/06/2023,Small,Global Recruitment Services,Finance,Sud
414,513,486,69,10/03/2024,,In lavorazione,Alta,13665,30063,166713,33,True,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Consulting,05/06/2025,Enterprise,Alpha Talent Network,Compliance,Sud
415,89,182,69,18/05/2025,31/05/2025,Chiusa,Media,7391,162602,901702,13,False,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Consulting,17/03/2023,Small,HR Consulting Group,Finance,Sud
416,557,517,69,08/02/2025,05/03/2025,Conclusa,Media,7631,167882,930982,25,True,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Insurance,03/06/2026,Enterprise,People First Consulting,Compliance,Sud
417,456,426,69,21/03/2025,10/04/2025,Completata,Media,7618,167596,929396,20,False,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Finance,17/08/2025,Enterprise,Alpha Talent Network,Finance,Sud
418,279,321,69,24/04/2024,29/04/2024,Chiusa,Bassa,3928,86416,479216,5,False,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Finance,04/08/2023,Medium,Talent Partners,IT,Sud
419,452,17,69,14/11/2025,29/11/2025,Conclusa,Media,7185,15807,87657,15,False,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,IT,29/01/2026,Enterprise,People First Consulting,Sales,Sud
420,308,590,69,26/04/2025,,Assegnata,Alta,14038,308836,1712636,30,True,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Finance,13/02/2026,Medium,NextGen Talent Advisors,Compliance,Sud
421,15,527,69,08/09/2025,,In attesa cliente,Alta,13430,29546,163846,33,True,Matteo Conti,Talent Acquisition Specialist,Risk Management,Nord,Junior,5,5,1,427635,111124,Sud,Real Estate,07/08/2023,Small,People First Consulting,Compliance,Sud
422,587,122,70,29/03/2025,09/04/2025,Completata,Media,7292,160424,889624,11,False,Valentina De Luca,Account Recruiter,Sales,Centro,Mid,8,1,0,12,42567,Nord,Consulting,02/07/2025,Enterprise,HR Consulting Group,IT,Nord
423,295,545,70,17/01/2025,28/01/2025,Chiusa,Bassa,3301,72622,402722,11,False,Valentina De Luca,Account Recruiter,Sales,Centro,Mid,8,1,0,12,42567,Nord,Consulting,18/10/2023,Medium,Career Advisory,Sales,Nord
424,486,96,70,26/04/2024,13/05/2024,Conclusa,Media,6432,141504,784704,17,False,Valentina De Luca,Account Recruiter,Sales,Centro,Mid,8,1,0,12,42567,Nord,Insurance,30/09/2025,Enterprise,Alpha Talent Network,Risk Management,Nord
425,597,529,70,15/11/2024,22/11/2024,Completata,Bassa,2755,6061,33611,7,False,Valentina De Luca,Account Recruiter,Sales,Centro,Mid,8,1,0,12,42567,Nord,IT,12/09/2025,Enterprise,Strategic Search Partners,Compliance,Nord
426,96,385,70,14/03/2025,05/04/2025,Chiusa,Media,6709,147598,818498,22,True,Valentina De Luca,Account Recruiter,Sales,Centro,Mid,8,1,0,12,42567,Nord,Finance,12/03/2023,Small,Career Advisory,Sales,Nord
427,182,388,71,09/03/2024,03/04/2024,Conclusa,Media,7783,171226,949526,25,True,Andrea Mancini,Recruiter,IT,Sud,Senior,12,4,0,33,408518,Centro,Finance,03/07/2023,Small,Global Recruitment Services,Finance,Centro
428,296,32,71,10/11/2024,19/11/2024,Completata,Bassa,2129,46838,259738,9,False,Andrea Mancini,Recruiter,IT,Sud,Senior,12,4,0,33,408518,Centro,Finance,11/06/2024,Medium,HR Consulting Group,Compliance,Centro
429,386,597,71,27/09/2024,05/10/2024,Chiusa,Media,6997,153934,853634,8,False,Andrea Mancini,Recruiter,IT,Sud,Senior,12,4,0,33,408518,Centro,Insurance,29/01/2026,Medium,People First Consulting,IT,Centro
430,152,544,71,09/04/2025,25/04/2025,Conclusa,Media,6194,136268,755668,16,False,Andrea Mancini,Recruiter,IT,Sud,Senior,12,4,0,33,408518,Centro,Consulting,08/12/2024,Small,Recruiting Solutions,Finance,Centro
431,39,528,71,27/07/2025,19/08/2025,Completata,Media,6086,133892,742492,23,True,Andrea Mancini,Recruiter,IT,Sud,Senior,12,4,0,33,408518,Centro,Real Estate,28/02/2023,Small,Global Recruitment Services,Sales,Centro
432,269,449,71,01/06/2025,26/06/2025,Chiusa,Media,7201,158422,878522,25,True,Andrea Mancini,Recruiter,IT,Sud,Senior,12,4,0,33,408518,Centro,Insurance,24/11/2024,Medium,Strategic Search Partners,Finance,Centro
433,414,334,72,12/09/2024,,In valutazione,Alta,12510,27522,152622,41,True,Chiara Costa,Senior Recruiter,Finance,Nord,Junior,5,7,1,450703,76869,Nord,Finance,21/07/2026,Medium,Recruiting Solutions,Compliance,Nord
434,494,429,72,11/08/2025,13/09/2025,Conclusa,Alta,12936,284592,1578192,33,True,Chiara Costa,Senior Recruiter,Finance,Nord,Junior,5,7,1,450703,76869,Nord,Reinsurance,23/02/2026,Enterprise,Strategic Search Partners,IT,Nord
435,531,278,72,30/03/2024,11/04/2024,Completata,Media,7752,170544,945744,12,False,Chiara Costa,Senior Recruiter,Finance,Nord,Junior,5,7,1,450703,76869,Nord,Real Estate,12/09/2025,Enterprise,Global Recruitment Services,Sales,Nord
436,363,96,72,25/10/2025,11/11/2025,Chiusa,Alta,12642,278124,1542324,17,False,Chiara Costa,Senior Recruiter,Finance,Nord,Junior,5,7,1,450703,76869,Nord,Finance,01/12/2025,Medium,Alpha Talent Network,Risk Management,Nord
437,366,224,72,08/04/2024,17/04/2024,Conclusa,Media,6806,149732,830332,9,False,Chiara Costa,Senior Recruiter,Finance,Nord,Junior,5,7,1,450703,76869,Nord,Real Estate,07/10/2025,Medium,Recruiting Solutions,IT,Nord
438,220,491,72,01/01/2025,21/01/2025,Completata,Media,7858,172876,958676,20,False,Chiara Costa,Senior Recruiter,Finance,Nord,Junior,5,7,1,450703,76869,Nord,Finance,17/08/2024,Medium,Talent Partners,IT,Nord
439,526,47,72,13/10/2025,03/11/2025,Chiusa,Media,6643,146146,810446,21,True,Chiara Costa,Senior Recruiter,Finance,Nord,Junior,5,7,1,450703,76869,Nord,Reinsurance,02/09/2025,Enterprise,People First Consulting,Sales,Nord
440,298,599,73,03/05/2024,05/05/2024,Conclusa,Bassa,2968,65296,362096,2,False,Federico Lombardi,HR Consultant,Compliance,Centro,Mid,8,3,0,38,437696,Centro,Finance,10/10/2024,Medium,Strategic Search Partners,Risk Management,Centro
441,141,136,73,12/02/2025,23/02/2025,Completata,Media,7907,173954,964654,11,False,Federico Lombardi,HR Consultant,Compliance,Centro,Mid,8,3,0,38,437696,Centro,Reinsurance,14/10/2024,Small,Alpha Talent Network,IT,Centro
442,584,237,73,19/11/2024,27/11/2024,Chiusa,Bassa,3700,8140,45140,8,False,Federico Lombardi,HR Consultant,Compliance,Centro,Mid,8,3,0,38,437696,Centro,Consulting,29/01/2026,Enterprise,People First Consulting,Finance,Centro
443,40,32,73,07/02/2024,27/02/2024,Conclusa,Media,6788,149336,828136,20,False,Federico Lombardi,HR Consultant,Compliance,Centro,Mid,8,3,0,38,437696,Centro,Reinsurance,21/02/2023,Small,HR Consulting Group,Compliance,Centro
444,298,406,73,29/03/2025,22/04/2025,Completata,Media,6397,140734,780434,24,True,Federico Lombardi,HR Consultant,Compliance,Centro,Mid,8,3,0,38,437696,Centro,Finance,10/10/2024,Medium,Alpha Talent Network,IT,Centro
445,324,493,74,03/08/2024,23/08/2024,Chiusa,Media,6808,149776,830576,20,False,Martina Moretti,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,6,0,5,392238,Centro,Real Estate,17/08/2025,Medium,Executive Search Italia,IT,Centro
446,315,424,74,19/08/2025,25/08/2025,Conclusa,Bassa,2769,60918,337818,6,False,Martina Moretti,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,6,0,5,392238,Centro,Real Estate,05/06/2025,Medium,Recruiting Solutions,Compliance,Centro
447,508,149,74,08/08/2024,14/08/2024,Completata,Bassa,3028,66616,369416,6,False,Martina Moretti,Talent Acquisition Specialist,Risk Management,Sud,Senior,12,6,0,5,392238,Centro,Consulting,13/10/2025,Enterprise,Strategic Search Partners,IT,Centro
